ssn|cc_num|first|last|gender|street|city|state|zip|lat|long|city_pop|job|dob|acct_num|profile
572-76-5666|6550853499773144|Caroline|Allen|F|71163 Schultz Bypass Suite 693|Bridgeport|CT|06606|41.2091|-73.2086|144195|Surveyor, quantity|1937-12-18|872346251687|adults_50up_female_urban.json
468-49-7430|3551812768201373|Curtis|Hernandez|M|899 Regina Mountains|Corvallis|OR|97330|44.5904|-123.2722|65257|Museum/gallery curator|2004-05-26|346062246830|young_adults_male_urban.json
830-01-4929|373175201825923|Jay|Jimenez|M|74266 Jennifer Greens Suite 033|New Bedford|MA|02746|41.66|-70.9324|94905|Clinical scientist, histocompatibility and immunogenetics|1982-06-24|432715168675|adults_2550_male_urban.json
112-01-2877|4486039227906131|Elizabeth|Gaines|F|925 Booker Corners Apt. 200|Rocky Mount|NC|27804|35.9904|-77.8468|72025|Editor, magazine features|1996-11-08|981972183885|adults_2550_female_urban.json
406-93-5411|3555296425723456|Donald|Hill|M|267 Jasmine Pike|El Sobrante|CA|94803|37.9693|-122.2901|24904|Land/geomatics surveyor|1968-06-04|391405836250|adults_50up_male_urban.json
745-58-7806|4588135651454395|Tammy|Frey|F|74282 Alisha Branch|Republic|MO|65738|37.123|-93.48|17550|Lighting technician, broadcasting/film/video|1937-08-04|602950044876|adults_50up_female_urban.json
795-19-6442|370852399212550|Joshua|Mercado|M|85181 Austin Pine Suite 511|Eufaula|OK|74432|35.2911|-95.6472|9730|Theatre stage manager|1978-02-22|833675648107|adults_2550_male_urban.json
267-96-0270|213136546584991|Tara|Rose|F|555 Craig Forge|Mission|TX|78572|26.2644|-98.3909|167182|Designer, blown glass/stained glass|1956-09-02|137903051859|adults_50up_female_urban.json
129-39-0975|378594505278107|Robert|Rodriguez|M|521 Mary Island|Saint George|UT|84770|37.3068|-113.3554|74901|Hydrogeologist|1960-11-07|125785517400|adults_50up_male_urban.json
108-83-4448|3544353017113317|Jorge|Smith|M|7903 Shawn View Suite 693|Rolla|MO|65401|37.9485|-91.7603|32383|Conservator, museum/gallery|1942-07-25|852203974933|adults_50up_male_urban.json
804-23-1448|630466654575|Jessica|Santos|F|30715 Melton Expressway|New Castle|PA|16101|40.9922|-80.3284|55245|Scientific laboratory technician|1952-04-28|548615238436|adults_50up_female_urban.json
164-53-5934|503866618658|John|Cain|M|6183 Ashley Valley|Brooklyn|NY|11218|40.6424|-73.9758|2504700|Geologist, engineering|1963-08-17|921275973971|adults_50up_male_urban.json
519-20-5615|374011575507467|Lauren|Montgomery|F|312 Peck View Suite 489|Big Lake|AK|99652|61.523|-149.7288|3703|Scientist, research (maths)|1967-01-21|247973956649|adults_50up_female_urban.json
692-79-0350|584834205372|Kristin|Whitney|F|04159 Nicholas River Apt. 879|China Spring|TX|76633|31.6673|-97.3002|4973|Engineer, agricultural|1992-12-07|263340434842|adults_2550_female_urban.json
036-42-0530|6011747890084858|Christina|Leblanc|F|82904 Floyd Field|Chassell|MI|49916|47.002|-88.5546|2765|Wellsite geologist|1976-11-03|383448147132|adults_2550_female_urban.json
523-29-7778|3529107093511094|Shawn|Hardy|M|95052 Bradley Plains|Orlando|FL|32818|28.5801|-81.4846|878243|Sports administrator|1977-06-17|202743163139|adults_2550_male_urban.json
329-06-2311|2321227186635725|Jon|Johnson|M|448 Howard Glens|Fort Lauderdale|FL|33309|26.1817|-80.1746|711693|Designer, multimedia|1998-03-22|2983597276|adults_2550_male_urban.json
700-28-5355|4107424741577767|Amanda|Abbott|F|9493 Galloway Branch Suite 075|Taft|CA|93268|35.1482|-119.4557|16897|Occupational psychologist|1979-09-21|93457742281|adults_2550_female_urban.json
129-49-8838|4629773291614|Amanda|Newman|F|9220 Hanna Lodge Apt. 904|San Francisco|CA|94122|37.7593|-122.4836|805301|Economist|1997-07-02|817082397277|adults_2550_female_urban.json
597-18-9985|4360564213050827|Sean|Flores|M|25692 Janet Inlet Suite 716|Farmington|MO|63640|37.7773|-90.4094|26335|Financial manager|1994-01-04|437385598958|adults_2550_male_urban.json
746-85-5039|4531873396971301|Stephanie|Young|F|43912 Stephen Islands Suite 477|Dallas|TX|75214|32.8248|-96.7498|1263321|Health service manager|1969-08-13|541994190127|adults_50up_female_urban.json
462-36-7141|213125720897238|Andrew|Black|M|91649 Rebecca Plains|San Jose|CA|95126|37.3249|-121.9153|973849|Occupational therapist|1988-06-05|509146535581|adults_2550_male_urban.json
516-29-1149|4022003549599|Veronica|Shelton|F|0910 Fitzpatrick Cliff Suite 682|Toms River|NJ|08755|39.9999|-74.2228|122197|Scientist, forensic|1952-02-24|240611780011|adults_50up_female_urban.json
868-67-5355|4359653329900|Omar|Baker|M|554 Berry Orchard Suite 785|Trussville|AL|35173|33.6339|-86.5981|25176|Regulatory affairs officer|1992-08-25|140331516272|adults_2550_male_urban.json
442-35-4975|5267721078317953|Ariana|Brown|F|8649 Jane Crescent Apt. 666|Detroit|MI|48207|42.3524|-83.0271|673342|Commissioning editor|1999-07-25|223893235142|adults_2550_female_urban.json
725-74-7920|502038941055|Carrie|Green|F|60042 Daniel Ranch|Joliet|IL|60436|41.4884|-88.1572|128354|IT consultant|1974-02-15|540978815387|adults_50up_female_urban.json
378-69-6359|3528067327512386|Nicholas|Mcdaniel|M|8199 Fitzgerald Keys|New Haven|IN|46774|41.0699|-85.0117|16008|Scientist, research (maths)|1976-10-15|295321439809|adults_2550_male_urban.json
308-94-0095|3567860062971359|Kelly|Holden|F|6934 Diaz Station|Lahaina|HI|96761|20.9174|-156.6772|22156|IT trainer|1981-10-04|250772005780|adults_2550_female_urban.json
347-39-1017|4718773844964772|Brian|Wright|M|009 Cynthia Parks|Cedar Park|TX|78613|30.4772|-97.8176|65099|Landscape architect|1989-10-15|9044438096|adults_2550_male_urban.json
607-77-7418|4975228882919863|Jeffrey|Herrera|M|0355 Mark Ports Apt. 681|Leakesville|MS|39451|31.1238|-88.5595|7181|Further education lecturer|1997-08-27|378329864212|adults_2550_male_urban.json
743-39-4580|4490874341992|Lindsay|Kent|F|4673 Stanton Mountain|Birmingham|AL|35215|33.6493|-86.7057|493806|Health visitor|1957-07-16|913120118857|adults_50up_female_urban.json
051-19-3151|4480721429389|Ethan|Kline|M|3102 Kimberly Mountains|Kansas City|MO|64113|39.0123|-94.5938|545147|Educational psychologist|1975-11-16|13805206216|adults_2550_male_urban.json
582-05-3185|3511311625273120|Joshua|Evans|M|237 Wilson Heights Apt. 853|Waveland|MS|39576|30.2914|-89.3837|5809|Chiropodist|1985-06-13|31429696068|adults_2550_male_urban.json
849-20-5879|4092668733148220|Tasha|Black|F|58370 Walter Ports|Steubenville|OH|43952|40.398|-80.6617|30603|Geophysicist/field seismologist|1980-12-17|320492659536|adults_2550_female_urban.json
574-93-3902|2226717678512925|Brian|Fisher|M|88247 Contreras Circle Apt. 806|Reston|VA|20191|38.9318|-77.3527|59822|Food technologist|1995-11-12|279790685115|adults_2550_male_urban.json
297-53-2327|343975097121759|Kristine|Meyers|F|17051 George Common Apt. 744|Camano Island|WA|98282|48.1761|-122.521|15661|Commercial art gallery manager|1963-10-07|994646282166|adults_50up_female_urban.json
450-63-5053|4858061962851405|Ronald|Evans|M|443 Brown Junction Suite 848|Hawthorne|NJ|07506|40.9564|-74.1569|18791|Television/film/video producer|1993-11-13|445474210197|adults_2550_male_urban.json
695-56-5580|6011127032253473|Amber|Jones|F|656 Christopher Fort Apt. 360|San Antonio|TX|78207|29.4229|-98.526|1595797|Press photographer|1988-03-06|680866173013|adults_2550_female_urban.json
441-75-8347|4726560379650528090|Karl|Evans|M|11525 Combs Gardens|Rialto|CA|92376|34.1132|-117.3771|101505|Tree surgeon|1984-01-23|809760482722|adults_2550_male_urban.json
779-74-2716|4752259677476|Jonathan|Howard|M|08783 Joseph Place|Roy|UT|84067|41.1724|-112.0382|37444|Public librarian|1942-01-18|242081378463|adults_50up_male_urban.json
394-61-0081|676295395880|Jason|Robinson|M|337 Melissa Village|Lafayette|LA|70501|30.2361|-92.0083|151705|Accounting technician|1943-10-13|168364789732|adults_50up_male_urban.json
213-70-2829|379255108774053|Calvin|Brock|M|57096 Mckee Way|Alexandria|VA|22303|38.7912|-77.0814|321490|Fine artist|1993-10-20|169944019145|adults_2550_male_urban.json
652-60-5853|4900953646418|Robert|Harvey|M|5255 Smith Plaza|West Palm Beach|FL|33411|26.6644|-80.1741|459921|Accountant, chartered|1976-09-01|445941667374|adults_2550_male_urban.json
890-73-7033|4021428314894|Daniel|Nelson|M|3164 Joseph Springs Suite 683|Chicago|IL|60657|41.9399|-87.6528|2680484|Tax adviser|1973-09-29|55129656962|adults_50up_male_urban.json
080-79-7398|4329763648619632|Eduardo|Lowe|M|47159 Lee Freeway|Los Angeles|CA|90047|33.9569|-118.3073|2383912|Trading standards officer|1995-04-02|274919061003|adults_2550_male_urban.json
726-19-3810|4259357781413293|Samantha|Zavala|F|90827 Salazar Row|Aurora|CO|80013|39.6575|-104.7846|389246|Sports development officer|1990-03-08|274690646213|adults_2550_female_urban.json
144-48-5555|6011376739672689|Elizabeth|Bonilla|F|918 Thompson Estates Suite 652|Mount Vernon|NY|10552|40.9231|-73.8299|67100|Social research officer, government|1960-10-20|922606028735|adults_50up_female_urban.json
697-75-8896|4135924659559547|Sarah|Booth|F|56097 Courtney Crest|East Orange|NJ|07017|40.7696|-74.2077|64267|Commissioning editor|1988-02-03|496199361196|adults_2550_female_urban.json
450-45-2630|2358342191517093|Amanda|Middleton|F|60291 Jones Flat|El Paso|TX|79924|31.9021|-106.4149|749635|Psychologist, forensic|1998-06-22|173990690704|adults_2550_female_urban.json
396-06-5218|370801549828237|Kristina|Wilson|F|511 David Roads Apt. 272|Elk|WA|99009|48.0205|-117.2963|3947|Publishing copy|1975-02-04|740231371137|adults_50up_female_urban.json
811-96-8335|180077963911706|James|Roberts|M|50928 Patricia Turnpike Suite 552|Wentzville|MO|63385|38.802|-90.8534|35750|Make|1977-12-17|702920084467|adults_2550_male_urban.json
122-25-1842|180052396135900|Travis|Burnett|M|51043 Lisa Common Apt. 227|Casper|WY|82609|42.8406|-106.2806|69012|Warden/ranger|1989-05-24|764443249596|adults_2550_male_urban.json
774-95-4549|4403634455912544|April|Campbell|F|1276 Gates Port Suite 403|Magnolia|TX|77355|30.1598|-95.7402|54225|Dancer|2007-01-27|388706299961|young_adults_female_urban.json
162-72-4542|676322052066|Brandon|Jordan|M|9141 Johnson Lodge|Dickson|TN|37055|36.076|-87.3995|27024|Surveyor, land/geomatics|1961-07-20|429518522515|adults_50up_male_urban.json
200-03-4927|38620274902619|Jason|Miller|M|8253 Daniel Lakes|Houston|TX|77083|29.6947|-95.6511|2906700|Accountant, chartered management|1967-03-12|988167194812|adults_50up_male_urban.json
331-87-6246|3515442094093487|Thomas|Rodriguez|M|21088 Fisher Overpass Suite 087|Roberta|GA|31078|32.7222|-84.0451|3566|Music therapist|2007-11-15|822210974874|young_adults_male_urban.json
848-92-3177|180015278279716|Daniel|Dunlap|M|03289 Travis Keys Suite 768|North Wilkesboro|NC|28659|36.2017|-81.1286|21134|Sport and exercise psychologist|1992-12-17|85911566614|adults_2550_male_urban.json
269-67-9188|4683830417312294847|Sarah|Mendez|F|9416 Darryl Skyway Apt. 461|Walnut Creek|CA|94595|37.8753|-122.0703|82557|Secretary, company|2001-05-09|252040829292|young_adults_female_urban.json
683-68-7339|3500370500388919|Cory|Greene|M|63854 James Mission|Freeport|PA|16229|40.7033|-79.663|4997|Teaching laboratory technician|1963-08-19|355048336799|adults_50up_male_urban.json
078-90-8898|213128870818285|Wendy|Gutierrez|F|817 Sheila Ports Suite 756|Dallas|GA|30157|33.9045|-84.8621|79338|Accounting technician|1952-03-15|834259405702|adults_50up_female_urban.json
059-78-1882|2449131551302167|Nicholas|Brown|M|93483 Randolph Trail|Tampa|FL|33613|28.0772|-82.4455|717255|Clinical embryologist|1962-10-13|608231377128|adults_50up_male_urban.json
514-37-7341|4751202633167689684|Erica|Burton|F|5461 Crystal Orchard Apt. 151|Edmond|OK|73034|35.6665|-97.4798|116001|Lighting technician, broadcasting/film/video|1994-07-23|689097489994|adults_2550_female_urban.json
536-23-8308|2278597624166514|Richard|Rodriguez|M|29298 Laurie Port Suite 907|Myrtle Beach|SC|29575|33.6286|-78.9736|119080|Personal assistant|1966-08-23|320736196981|adults_50up_male_urban.json
249-15-3124|4584482122374602|Thomas|Rivas|M|6350 Joshua Falls Apt. 786|Los Angeles|CA|90020|34.0665|-118.3022|2383912|Chartered certified accountant|2005-10-09|667475402187|young_adults_male_urban.json
046-02-8720|4007610069660000|James|Young|M|43585 Heath Dam Suite 810|Stafford|VA|22556|38.4718|-77.5102|77138|Engineer, production|1995-04-16|504783116244|adults_2550_male_urban.json
089-37-2085|4952434914573910631|Katrina|Mosley|F|96429 Mitchell Mountains|Fort Worth|TX|76115|32.6796|-97.3336|813980|Museum education officer|1975-06-01|462836556778|adults_50up_female_urban.json
598-48-1527|3545621638573724|Gail|Thompson|F|03075 Clayton Avenue|Riverside|CA|92505|33.9228|-117.4867|419138|Restaurant manager, fast food|1951-09-15|409862092211|adults_50up_female_urban.json
016-54-9696|3570747758485304|Kristi|Burch|F|66542 Sarah Brook Suite 759|Tallahassee|FL|32305|30.334|-84.287|245317|Sport and exercise psychologist|1968-11-18|541126030673|adults_50up_female_urban.json
751-03-7871|4131503715772734|Heather|Ramirez|F|20719 Harmon Crossing|Norristown|PA|19401|40.1245|-75.3304|86013|Legal secretary|1964-05-03|323383962446|adults_50up_female_urban.json
010-51-5367|4438728093951468440|Nicholas|Stewart|M|9901 Matthew Mount Apt. 578|Liberty|MS|39645|31.1384|-90.7133|5016|Merchandiser, retail|1995-07-18|637777467148|adults_2550_male_urban.json
512-62-8606|30351025794083|Elizabeth|Stewart|F|70828 Billy Center|Charlton|MA|01507|42.1379|-71.9664|12981|Scientist, biomedical|1999-04-19|267661909186|adults_2550_female_urban.json
404-52-2104|4896379538942|Mark|Salazar|M|5280 Dawn Spur Suite 369|Saint Paul|MN|55124|44.7497|-93.2029|753116|Armed forces operational officer|1970-01-16|505350653181|adults_50up_male_urban.json
151-27-4413|501867668979|Jennifer|Jones|F|729 Melissa Walks Suite 329|Flushing|NY|11354|40.7667|-73.8241|219342|Higher education lecturer|1977-02-19|604073896967|adults_2550_female_urban.json
773-96-7811|4846936581217564|Kimberly|Murphy|F|21125 Burns Underpass|Salem|VA|24153|37.2853|-80.0692|37761|Engineer, production|1972-02-09|158521863281|adults_50up_female_urban.json
450-75-0490|4323909492049238|Ricardo|Shelton|M|2934 Amber Ridge Suite 680|Houston|TX|77070|29.9781|-95.5803|2906700|Logistics and distribution manager|1956-09-09|831217596047|adults_50up_male_urban.json
382-52-5909|30169982439447|Ernest|Mccarthy|M|2312 Willie Drive|Farmer City|IL|61842|40.2447|-88.6634|2984|Database administrator|1930-11-11|953258158088|adults_50up_male_urban.json
396-38-5463|3555428179870726|Benjamin|Kim|M|84816 Elizabeth Shores|Naples|FL|34110|26.2823|-81.7573|276002|Engineer, broadcasting (operations)|1999-01-17|453588706779|adults_2550_male_urban.json
363-07-5686|376150690522957|Kristen|Cantrell|F|99222 Robert Stravenue Suite 053|Green Bay|WI|54313|44.5463|-88.1021|179116|Cartographer|1960-11-12|171420529112|adults_50up_female_urban.json
638-94-6329|4978241950362|John|Lam|M|4700 Kimberly Haven|Highland Park|MI|48203|42.4212|-83.1009|28409|Conference centre manager|1972-05-06|866213291088|adults_50up_male_urban.json
114-62-2226|4709858438684862557|Ronnie|Carlson|M|7060 Johnson Knolls Suite 079|Fairmont|WV|26554|39.4941|-80.2213|41369|Accounting technician|1972-11-21|887484100867|adults_50up_male_urban.json
250-82-3489|4354918700679464|Patrick|West|M|5612 Hanna Circles Suite 824|San Luis Obispo|CA|93401|35.2635|-120.6509|63473|Broadcast presenter|2002-09-03|918429104288|young_adults_male_urban.json
431-43-4986|4827707001598161|Kristen|Snyder|F|100 Allen Island Suite 416|Lansdale|PA|19446|40.2378|-75.2955|55138|Chief Executive Officer|1966-09-08|837405510286|adults_50up_female_urban.json
587-94-4107|6556291750945487|Jennifer|Johnston|F|228 Bennett Bridge Suite 359|Carrollton|GA|30116|33.6045|-85.0499|59825|Site engineer|1949-12-16|723555457826|adults_50up_female_urban.json
138-57-2759|676147913336|Michelle|Mercado|F|58934 Heather Prairie Apt. 359|San Diego|CA|92130|32.9555|-117.2252|1241364|Heritage manager|1977-02-21|708382379360|adults_2550_female_urban.json
193-92-3271|345564172623596|Mercedes|Brown|F|3487 Robin Highway|Benicia|CA|94510|38.0685|-122.1614|27088|Glass blower/designer|2001-01-15|215022210171|young_adults_female_urban.json
806-06-5792|4885759614581398|Kenneth|Jones|M|288 Schmidt Isle Apt. 867|Pineville|LA|71360|31.2232|-92.3203|35361|Exhibitions officer, museum/gallery|1951-05-04|781255183256|adults_50up_male_urban.json
370-40-8677|6508401964649440|Allen|Martin|M|077 Berry Dam|El Reno|OK|73036|35.5335|-97.9591|18595|Civil engineer, consulting|1951-09-07|849392886149|adults_50up_male_urban.json
727-27-4771|676176435557|Brianna|Conley|F|977 Kimberly Key Apt. 738|Brecksville|OH|44141|41.3166|-81.6261|13945|Hydrogeologist|1990-02-17|773087202833|adults_2550_female_urban.json
823-07-9574|2720981675792978|Lee|Garcia|M|39240 Sylvia Corners|Sacramento|CA|95826|38.5539|-121.3693|757530|Network engineer|2000-08-29|909940848594|young_adults_male_urban.json
178-12-9167|379355792953540|Alexandra|Hampton|F|57312 Todd Skyway|Erlanger|KY|41018|39.0082|-84.5977|27345|Learning disability nurse|1940-12-26|235153799520|adults_50up_female_urban.json
755-38-5245|2246911273540425|Heather|Alexander|F|861 Philip Spurs Apt. 795|Lone Rock|WI|53556|43.2208|-90.2352|2594|Psychiatrist|1971-02-12|596659101522|adults_50up_female_urban.json
665-83-4495|4662668692155488356|Christopher|Alvarez|M|521 Jenkins Trace Suite 090|Island Heights|NJ|08732|39.9432|-74.1468|1484|Buyer, industrial|1974-01-16|583331739850|adults_50up_male_rural.json
143-92-7195|4641261630310|George|Peck|M|8405 Wolf Camp Apt. 334|San Antonio|TX|78232|29.5863|-98.4769|1595797|Administrator|1984-09-01|330076686000|adults_2550_male_urban.json
526-43-9273|3530635310943853|Troy|Castillo|M|0407 Fisher Forks|Caribou|ME|04736|46.8706|-68.0204|9876|Chief of Staff|1991-02-11|113178790845|adults_2550_male_urban.json
227-94-6363|4910933807434252330|Rita|Brown|F|6044 Gonzalez Pine Apt. 196|Stone Mountain|GA|30083|33.7942|-84.2018|112402|Office manager|1968-09-30|300172089268|adults_50up_female_urban.json
823-74-2426|4129500405306|Gabriela|Morris|F|24591 White Crossing Apt. 674|Florence|KY|41042|38.9941|-84.642|49968|Music tutor|1940-12-06|466296743859|adults_50up_female_urban.json
185-41-2001|4244328876256574714|Kathryn|Kim|F|313 Terrence Pass Apt. 264|Belleville|NJ|07109|40.7946|-74.1631|35897|Engineer, control and instrumentation|1967-01-02|7898250106|adults_50up_female_urban.json
104-52-2335|4889765657418911917|Chelsea|Glenn|F|98809 Raymond Branch|Los Angeles|CA|90057|34.0622|-118.2763|2383912|Records manager|1941-12-15|826983584572|adults_50up_female_urban.json
667-07-7361|377867958369305|Jose|Smith|M|905 White Path Suite 609|Paris|IL|61944|39.6132|-87.6976|12908|Licensed conveyancer|1987-09-13|517623357698|adults_2550_male_urban.json
